City_ID,City,Country,Lat,Lng,Max Temp (F),% Humidity,% Cloudiness,Wind Speed (mph),Current Description
354,Lompoc,US,34.6391,-120.4579,64,82,1,8.9,clear sky
355,Moron,AR,-34.6534,-58.6198,73,60,0,5.99,clear sky
356,Jacksonville,US,30.3322,-81.6556,48.99,87,75,6.91,broken clouds
357,Ocos,GT,14.5094,-92.1933,78.8,94,20,3.94,few clouds
358,Kieta,PG,-6.2167,155.6333,86.5,57,100,5.48,overcast clouds
359,Strezhevoy,RU,60.7333,77.5889,-0.4,85,0,8.95,clear sky
360,Great Malvern,GB,52.1116,-2.3252,52,90,100,1.99,overcast clouds
361,Antalaha,MG,-14.9003,50.2788,75.92,91,43,3.11,light rain
362,Bengkulu,ID,-3.8004,102.2655,80.37,70,100,2.75,overcast clouds
363,Bhinmal,IN,25,72.25,52.23,39,58,4.23,broken clouds
364,Barstow,US,34.8986,-117.0228,57.2,19,1,6.91,clear sky
365,Broome,US,42.2506,-75.833,32,80,1,6.91,clear sky
366,Indramayu,ID,-6.3264,108.32,78.84,81,100,7.16,overcast clouds
367,Tobermory,CA,45.2501,-81.6665,35.6,87,100,10.36,overcast clouds
368,Kuytun,RU,54.3419,101.5036,-12.42,89,100,3.89,overcast clouds
369,Broken Hill,AU,-31.95,141.4333,75.2,31,0,16.11,clear sky
370,Dongkan,CN,33.9997,119.8308,45.95,59,0,7.27,clear sky
371,Kasongo,CD,-4.45,26.6667,68.04,100,100,4.5,light rain
372,Pandan,PH,14.0453,124.1694,77.79,92,100,11.01,light rain
373,Gat,IL,31.61,34.7642,62.01,100,3,9.37,clear sky
374,Sinnamary,GF,5.3833,-52.95,77.67,85,95,13.15,overcast clouds
375,Kavaratti,IN,10.5669,72.642,79.93,74,88,5.21,overcast clouds
376,San Patricio,US,28.017,-97.5169,50,87,40,9.22,scattered clouds
377,Port Lincoln,AU,-34.7333,135.8667,64.67,56,32,12.66,scattered clouds
378,Mackay,AU,-21.15,149.2,86,69,40,17.27,scattered clouds
379,Ozernovskiy,RU,51.5,156.5167,19.6,76,13,1.79,few clouds
380,The Valley,AI,18.217,-63.0578,75.99,94,40,11.5,scattered clouds
381,Narsaq,GL,60.9167,-46.05,28.4,86,90,3.44,light snow
382,Sitka,US,57.0531,-135.33,37.4,87,90,8.05,moderate rain
383,Garissa,KE,-0.4536,39.6401,74.16,77,8,5.86,clear sky
384,Urusha,RU,54.05,122.9,-18.72,82,39,0.98,scattered clouds
385,Misasi,TZ,-3,33.0833,65.34,93,100,8.08,moderate rain
386,Damietta,EG,31.4165,31.8133,57.2,88,40,10.36,scattered clouds
387,Tual,ID,-5.6667,132.75,83.91,76,100,12.35,light rain
388,Berbera,SO,10.4396,45.0143,72.19,57,29,3.85,scattered clouds
389,Cardoso,BR,-20.0819,-49.9142,74.41,89,88,15.77,heavy intensity rain
390,Ponta Do Sol,PT,32.6667,-17.1,51.01,58,85,3,overcast clouds
391,Roma,US,43.2128,-75.4557,32,74,90,5.75,overcast clouds
392,Aswan,EG,24.0934,32.907,64.24,40,8,9.48,clear sky
393,Pineville,US,31.3224,-92.4343,46,70,1,8.05,clear sky
394,Abu Dhabi,AE,24.4667,54.3667,59,82,20,8.05,few clouds
395,Nueva Concepcion,GT,14.2,-91.3,69.01,92,0,1.01,clear sky
396,Port-Gentil,GA,-0.7193,8.7815,78.51,79,98,7.87,overcast clouds
397,Shihezi,CN,44.3,86.0333,9.64,88,93,4.54,overcast clouds
398,Show Low,US,34.2542,-110.0298,33.8,23,1,5.06,clear sky
399,Darhan,MN,49.4867,105.9228,-7.89,87,99,2.75,light snow
400,Bilibino,RU,68.0546,166.4372,-24.81,81,62,5.5,broken clouds
401,Mount Pleasant,US,32.7941,-79.8626,46.99,87,90,8.25,overcast clouds
402,Erzin,TR,36.9559,36.2,59,77,73,1.99,broken clouds
403,Harper,LR,4.375,-7.7169,77.76,85,100,4.68,light rain
404,Yuzhne,UA,46.6221,31.1013,26.6,100,90,12.62,overcast clouds
405,Pestyaki,RU,56.7103,42.6717,-4.65,92,100,14.76,snow
406,Samfya,ZM,-11.3649,29.5565,66.22,92,100,5.06,moderate rain
407,Jamame,SO,0.0722,42.7506,74.57,88,53,8.77,broken clouds
408,Puga,MX,21.5833,-104.8167,66.2,48,90,0.69,overcast clouds
409,Ilebo,CD,-4.3167,20.5833,71.64,92,100,1.03,overcast clouds
410,Mandera,KE,3.9366,41.867,74.5,29,11,6.15,few clouds
411,Comodoro Rivadavia,AR,-45.8667,-67.5,59,94,0,1.14,clear sky
412,Luderitz,NA,-26.6481,15.1594,65.08,89,94,7.31,overcast clouds
413,Gaoual,GN,11.75,-13.2,67.98,25,29,1.61,scattered clouds
414,Kamenka,RU,51.3223,42.7678,33.55,98,100,22.26,heavy snow
415,La Ronge,CA,55.1001,-105.2842,26.6,93,100,11.5,snow
416,Tanout,NE,14.9709,8.8879,63.86,28,0,12.39,clear sky
417,Jamsa,FI,61.8642,25.19,-2.2,84,75,8.05,light snow
418,Langarud,IR,37.197,50.1535,46.4,87,0,4.61,clear sky
419,Svetlyy,RU,54.675,20.1347,32,93,90,8.95,light snow
420,Dafeng,CN,23.4517,108.5881,61.52,28,55,0.89,broken clouds
421,La Tuque,CA,47.4334,-72.7824,28.4,93,100,5.75,light snow
422,Kudahuvadhoo,MV,2.6708,72.8944,81.9,76,98,17.74,overcast clouds
423,Staryy Nadym,RU,65.6118,72.6842,2.16,89,100,17.63,overcast clouds
424,Cabo San Lucas,MX,22.8909,-109.9124,64.4,55,1,9.22,clear sky
425,Magan,ES,39.9683,-3.931,32,100,0,1.14,clear sky
426,Bela Vista Do Paraiso,BR,-22.9967,-51.1906,77,83,40,9.22,scattered clouds
427,Constitucion,CL,-35.3333,-72.4167,53.53,78,0,11.63,clear sky
428,Tulum,MX,20.2167,-87.4667,73.4,94,75,5.32,light rain
429,Tlaltenango,MX,19.1667,-98.3333,57.2,54,40,6.91,scattered clouds
430,Mount Gambier,AU,-37.8333,140.7667,66.2,59,75,14.97,broken clouds
431,Bilma,NE,18.6853,12.9164,63.01,43,100,14.7,overcast clouds
432,Bhilwara,IN,25.35,74.6333,50.88,42,61,1.57,broken clouds
433,Ivdel,RU,60.6911,60.4206,-9.38,83,0,3.13,clear sky
434,Touros,BR,-5.1989,-35.4608,77,83,20,3.44,few clouds
435,Utrera,ES,37.1852,-5.7809,39.99,93,0,2.3,clear sky
436,Gizo,SB,-8.103,156.8419,85.87,70,53,12.88,broken clouds
437,Mujiayingzi,CN,42.1167,118.7833,9.46,89,100,2.35,overcast clouds
438,Santa Isabel,BR,-23.3156,-46.2214,73.4,83,75,6.91,light rain
439,Asyut,EG,27.181,31.1837,50,71,0,11.5,clear sky
440,Mangrol,IN,21.1167,70.1167,64.63,40,0,8.5,clear sky
441,Ustye,RU,59.6304,39.736,-17.88,87,96,7.49,overcast clouds
442,Sovetskiy,RU,61.3614,63.5842,-11.67,86,0,5.44,clear sky
443,Acapulco,MX,16.8634,-99.8901,80.6,74,20,11.5,few clouds
444,Bonavista,CA,48.6499,-53.1147,30,93,100,3.44,overcast clouds
445,Kirakira,SB,-10.4544,161.9205,84.83,72,100,10.63,light rain
446,Areado,BR,-21.3586,-46.1456,67.64,97,100,4.76,moderate rain
447,Kulaman,PH,6.4594,124.0892,85.8,64,87,2.13,overcast clouds
448,Ust-Tsilma,RU,65.441,52.1498,-13.99,84,63,2.53,broken clouds
449,Aykhal,RU,66,111.5,-28.35,82,100,9.28,overcast clouds
450,Aklavik,CA,68.2191,-135.0107,-16.6,76,100,4.56,overcast clouds
451,Chara,RU,56.9064,118.2631,-27.02,68,39,1.12,scattered clouds
452,San Jeronimo,PE,-11.9472,-75.2829,51.71,72,100,3.71,light rain
453,Hirara,JP,24.8,125.2833,68,63,75,11.5,broken clouds
454,Snezhnogorsk,RU,69.1933,33.2531,-11.2,77,0,4.47,clear sky
455,Arkhangelsk,RU,64.5401,40.5433,-29.2,75,0,2.24,clear sky
456,Kisangani,CD,0.5167,25.2,71.15,81,100,1.52,overcast clouds
457,Faya,SA,18.3851,42.4509,46.4,93,0,2.66,clear sky
458,Tarakan,ID,3.3,117.6333,80.6,89,75,3.44,broken clouds
459,Meadow Lake,US,34.8014,-106.5436,46.4,21,75,17.27,broken clouds
460,Anahuac,MX,27.2333,-100.15,50,57,1,12.33,clear sky
461,Perth,AU,-31.9333,115.8333,78.01,36,0,18.41,clear sky
462,Almenara,BR,-16.1836,-40.6944,70.38,91,23,2.55,few clouds
463,Lombardia,MX,19.15,-102.0333,68,49,90,4.59,overcast clouds
464,Tomatlan,MX,19.9333,-105.25,66.76,64,100,1.79,overcast clouds
465,Bomet,KE,-0.7813,35.3416,52.41,93,62,3.04,broken clouds
466,Havoysund,NO,70.9963,24.6622,32,74,75,16.11,snow
467,Black River,JM,18.0264,-77.8487,78.8,78,20,3.44,few clouds
468,Kochi,IN,9.9399,76.2602,77,83,40,5.75,mist
469,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,75.99,91,100,2.59,overcast clouds
470,Khash,IR,28.2211,61.2158,36.41,40,0,2.75,clear sky
471,Mazamari,PE,-11.3258,-74.5308,71.85,79,99,2.62,light rain
472,Hukuntsi,BW,-24,21.75,78.35,52,18,13.27,few clouds
473,Taoudenni,ML,22.6783,-3.9836,58.26,34,0,15.26,clear sky
474,Rochester,US,43.1548,-77.6156,36,69,1,6.91,clear sky
475,Kaoma,ZM,-14.7833,24.8,65.37,97,100,3.51,light rain
476,Shahrud,IR,36.4182,54.9763,36.1,71,0,4.25,clear sky
477,Vestmannaeyjar,IS,63.4427,-20.2734,44.33,75,99,13.87,overcast clouds
478,Olafsvik,IS,64.8945,-23.7142,40.82,80,22,17.63,few clouds
479,Riyadh,SA,24.6877,46.7219,44.6,42,0,3.2,clear sky
480,Sitio Novo Do Tocantins,BR,-5.5183,-47.4611,73.44,93,98,3.15,overcast clouds
481,Vrangel,RU,42.7297,133.0839,18.12,79,3,15.84,clear sky
482,Nador,MA,35.174,-2.9287,46.4,76,0,2.21,clear sky
483,Omboue,GA,-1.5746,9.2618,72.84,91,99,3.85,overcast clouds
484,Cabra,ES,37.4725,-4.4421,30.2,93,0,0.34,clear sky
485,Buenos Aires,AR,-34.6132,-58.3772,73,53,0,21.85,clear sky
486,Caltagirone,IT,37.2368,14.5126,44.01,93,0,5.75,clear sky
487,Ikalamavony,MG,-21.15,46.5833,69.73,81,64,2.73,broken clouds
488,Namatanai,PG,-3.6667,152.4333,85.6,65,100,10.78,overcast clouds
489,Necochea,AR,-38.5473,-58.7368,59,78,34,15.43,scattered clouds
490,Ostrovnoy,RU,68.0531,39.5131,3.87,94,74,22.5,broken clouds
491,Rudnogorsk,RU,57.2639,103.7519,-13.72,89,100,10.27,overcast clouds
492,Ishigaki,JP,24.3448,124.1572,66.2,59,40,11.5,scattered clouds
493,Raga,SS,8.4596,25.678,64.09,29,78,3.51,broken clouds
494,Tiznit,MA,29.5833,-9.5,48.2,53,0,2.73,clear sky
495,Varnavino,RU,57.4035,45.0916,-10.03,89,100,10.11,light snow
496,Kailua,US,21.4022,-157.7394,80.6,61,75,8.05,broken clouds
497,Samana,DO,19.2056,-69.3369,75.63,81,17,8.86,few clouds
498,Udachnyy,RU,66.4167,112.4,-27.08,82,100,11.77,overcast clouds
499,Ola,RU,59.5833,151.2833,-6.68,83,98,7.43,overcast clouds
500,Puerto Madero,MX,14.7208,-92.4215,78.8,94,20,2.13,few clouds
501,Kuching,MY,1.55,110.3333,78.8,94,40,6.91,scattered clouds
502,Siyabuswa,ZA,-25.1132,29.0445,71.96,75,97,5.1,overcast clouds
503,Vanimo,PG,-2.6741,141.3028,85.15,69,100,5.41,light rain
504,Itarantim,BR,-15.6597,-40.0656,67.98,95,3,1.74,clear sky
505,Khonsa,IN,27.0167,95.5667,56.21,74,0,0.6,clear sky
506,Glenview,US,42.0698,-87.7878,39,75,90,5.75,overcast clouds
507,Sol-Iletsk,RU,51.1631,54.9918,0.68,91,91,16.02,light snow
508,Quimper,FR,48,-4.1,50,93,90,12.66,mist
509,Viborg,DK,56.4532,9.402,30.99,80,90,13.8,overcast clouds
510,San Fernando,PH,15.0286,120.6898,82.4,61,75,11.5,broken clouds
511,Kikwit,CD,-5.041,18.8162,70.38,96,100,2.55,moderate rain
512,Ossora,RU,59.2353,163.0719,-6.03,87,100,2.48,overcast clouds
513,Dublin,US,37.7021,-121.9358,62.6,72,1,4.61,clear sky
514,Porto Novo,BJ,6.4965,2.6036,80.6,89,40,11.5,scattered clouds
515,Pangai,TO,-19.8,-174.35,84.2,79,40,11.5,scattered clouds
516,Diego De Almagro,CL,-26.3667,-70.05,58.28,60,32,0.92,scattered clouds
517,College,US,64.8569,-147.8028,-4,77,40,1.97,scattered clouds
518,Asfi,MA,32.2994,-9.2372,50.72,75,0,13.15,clear sky
519,Cheyenne,US,41.14,-104.8203,46.4,42,1,26.46,clear sky
520,Agar,IN,23.7,76.0167,51.06,43,0,5.59,clear sky
521,Podor,MR,16.6527,-14.9587,70.5,22,14,12.59,few clouds
522,Nizhnyaya Salda,RU,58.0776,60.7202,-11.31,88,0,4.27,clear sky
523,Aksu,CN,41.1231,80.2644,15.6,78,0,2.17,clear sky
524,Sibu,MY,2.3,111.8167,75.2,94,40,3.44,heavy intensity rain
525,Ciudad Bolivar,VE,8.1222,-63.5497,78.35,67,82,9.33,broken clouds
526,Luancheng,CN,37.8792,114.6517,28.4,69,64,4.47,dust
527,Chiredzi,ZW,-21.05,31.6667,70.86,92,57,3.51,broken clouds
528,Cayenne,GF,4.9333,-52.3333,78.8,83,75,5.75,broken clouds
529,Rodos,GR,36.4408,28.2225,55,82,75,5.75,broken clouds
530,Husavik,IS,66.0449,-17.3389,39.2,70,90,8.05,overcast clouds
531,Statesboro,US,32.4488,-81.7832,44.6,87,90,6.22,overcast clouds
532,Karpogory,RU,64.0019,44.4451,-18.44,88,22,4.16,few clouds
533,Shu,KZ,43.5983,73.7614,8.19,92,60,2.35,broken clouds
534,Hope,US,33.6671,-93.5916,42.01,58,0,7.61,clear sky
535,Praya,CV,14.9215,-23.5087,69.8,73,75,20.71,broken clouds
536,Togur,RU,58.3631,82.8265,-6.16,91,100,9.57,overcast clouds
537,Aras,ES,42.5617,-2.356,32,93,0,8.05,clear sky
538,Moosomin,CA,50.1333,-101.6677,34.66,85,59,12.64,broken clouds
539,La Union,PE,-5.4,-80.75,75.18,70,100,15.79,overcast clouds
540,Pozo Colorado,PY,-23.4923,-58.7972,77.43,89,100,5.59,overcast clouds
541,Isla Vista,US,34.4133,-119.861,66,82,1,3.27,clear sky
542,Great Falls,US,47.5002,-111.3008,30.99,80,90,10.36,overcast clouds
543,Jacareacanga,BR,-6.2222,-57.7528,74.19,92,100,1.07,overcast clouds
544,Veraval,IN,20.9,70.3667,67.75,37,0,7.92,clear sky
545,Muravlenko,RU,63.7898,74.523,-1.89,87,2,18.86,clear sky
546,Vardo,NO,70.3705,31.1107,20.37,95,100,19.8,overcast clouds
547,Biak,ID,-0.9131,122.8766,84.81,66,40,1.61,scattered clouds
548,Shache,CN,38.4167,77.2406,32.86,59,0,8.59,clear sky
549,Honiara,SB,-9.4333,159.95,86.79,61,100,7.23,overcast clouds
550,Pasighat,IN,28.0667,95.3333,62.92,57,0,0.92,clear sky
551,San Felipe,VE,10.3399,-68.7425,67.1,91,19,1.52,few clouds
552,Puerto Quijarro,BO,-17.7833,-57.7667,75.42,93,100,2.53,light rain
553,Kerman,IR,30.2832,57.0788,24.8,33,0,4.61,clear sky
554,Masvingo,ZW,-20.0637,30.8277,64.98,96,91,4.21,overcast clouds
555,Ust-Maya,RU,60.4167,134.5333,-41.96,79,95,0.83,overcast clouds
556,Alofi,NU,-19.0595,-169.9187,86,70,75,11.5,light rain
